119480074,53134522
180144304,16509356
180750332,6159002
159720389,10542418
182708547,30797506
178220272,51998976
17816034,1749217
6454421,1010388
4877834,983573
52662089,2008236
42430390,8126474
7221755,4140805
33274090,1106942
12826109,3509334
7441684,1403582
14875925,4438921
29504776,5410411
14045533,2535662
15304073,4051455
7927501,636922
10684431,3214604
22305158,12916746
22110409,8009975
53753608,38702957
20243980,8638163
23569674,14319611
57703782,24126733
14461664,6151325
34543203,14963381
18042047,7016491
30811081,12378934
39217364,24174820
115066269,67568250
38491433,25353604
87456013,32546632
34556078,15850915
103928808,56183249
22888045,4304600
52228453,22704182
12257683,3841049
36085225,27652984
45297414,19143103
15873314,7911759
16033483,6983742
26233294,13171953
14707931,6379626
13710267,5413483
14034259,5778887
14812384,8074818
24362910,7291635
16763595,7520806
97180909,55731205
96245678,66641631
17905185,3512931
25173230,13032492
19614779,7719606
76066798,5699400
238900515,153757886
568016197,331056763
130044650,95557258
12515453,6423587
38307269,19037298
18198884,5296775
90119271,57592040
34304003,4635273
103038649,80452506
644987140,416669429
50305478,41395591
23132895,9549579
20101155,6185931
294980219,189201294
16862176,6572019
16362541,7926641
16224241,9181642
518665762,265259837
201883105,122474904
49630441,5902548
11821995,3773613
11173035,5901933
17737342,10596177
50970099,44134005
212317294,146406884
26210285,9217267
11953861,4039220
84472052,41747250
14374754,3186485
48244647,31907981
96928875,62249457
27216722,20785958
31340364,3268314
32896499,9787207
3438064,1221840
7973742,5768315
533923083,297939922
11841559,6155631
21043529,15038992
14307384,10437604
34732937,9531636
12938939,7850202
14464919,8268031
25050655,12269464
24293777,17309487
20608075,8448017
32349019,20576251
19436706,13530513
16949730,4020269
20429112,3660868
12875186,7428273
14915701,7411461
24232879,614754
29113811,22483020
23079782,13850351
25999832,13700489
35757122,24896577
14109740,2728003
19857343,13919838
17014697,6428509
21947961,16393395
25059210,9263138
37331288,4645358
40436068,6947608
42870746,20131274
37001505,11732097
28009608,14440839
24627865,10487840
55222755,42408327
40372152,9264294
26769473,18548325
26979672,20144971
14384042,7786864
38348857,25653729
24952092,6782117
56131299,39960000
63102828,51694095
58857721,9449978
62096168,21150289
59777544,41385972
18927451,3851148
18723329,5014917
56865684,13667624
27824693,7346881
30066927,5692908
43615358,31920663
72498064,62313071
69775831,62056699
83198215,57681790
44158336,25139905
54222080,42149037
78247036,67171842
78502544,64392865
86300680,41209845
69015313,56885647
15087759,3953790
16888424,7796479
13184707,2333362
66515163,61004391
66072238,52329888
12993618,5790175
59636627,52462671
274169743,150404766
245453996,136799747
40485731,32680499
154458806,90519675
17746191,5765869
14201123,6703218
262167452,127082723
403826866,193104803
10121245,3254928
15196308,8000306
14759948,5645293
10124653,3845711
21330336,9307782
30576739,19431879
8843963,1980352
31697272,11954184
9067477,5250608
12163191,9065234
7940865,2824610
9449670,3350450
3969182,1542026
16142430,11209999
15626815,6467584
35591674,22569388
29853851,25905209
23065868,3801215
35878749,15938090
20787810,4481001
48991527,39790799
12635435,3347316
61572144,29436461
11351974,7228532
14876798,6111354
107885326,76740070
28930222,8502467
1836397,514865
3032382,1004214
16524728,8348654
17847714,12291668
32208634,13952889
32160340,16071565
29968976,15823956
34636161,11123583
27848887,5262224
61145029,46765503
15273251,6707344
31847563,8615175
22477127,12614015
26252299,19468214
39008965,30910795
16416385,8218471
138169826,70574113
193029019,125804862
43858935,20367413
98590366,47042385
4311788,945813
11345617,1620986
123469169,96232475
40766180,26719306
53518095,30087786
60391031,54216263
17079616,12204255
13749188,7534454
16027069,9648575
16850625,6954718
8769036,4604810
10515860,3955820
160622054,47465572
6003435,4084342
11002972,7564951
14193825,6026627
14266232,9430217
10977306,6411397
16590011,7445931
8183374,5092588
10440211,4560681
13988231,9004839
11494276,6445133
65452606,58163266
10058350,4820406
64680900,57321399
85569657,32979157
94679763,72401925
85656453,31407917
30241714,12535444
10577856,5597163
13508242,7226160
22793902,13102166
10384992,5713791
34467002,20644780
5439217,2383249
3718901,1015276
18281721,7483815
16666597,4482066
12532734,6721415
9845169,7222410
19962492,12021383
13512455,4848002
2167357,653411
3110303,1185284
13364228,7478681
24241395,17279640
22566743,16340069
17295512,4847835
16799496,10500663
61550748,57388765
21535619,15994475
26444076,7352469
77497257,34551658
14438921,5581966
20401676,8870363
23702292,4293995
21892126,5744052
29082999,16695095
20318112,15351697
18117845,6869004
24561082,17541594
20501872,10228420
153603918,74011725
8587227,2816028
33035210,11223186
14730445,6889251
25446878,17005816
22067391,17773011
3139113,1689199
4900358,1161154
12905584,4174383
11204370,6697958
21407208,13337914
17371529,8973714
25192466,15298564
25319273,16420661
17138363,10262762
37648963,32126672
23750016,9362307
23577354,7149225
30839597,15177666
13935628,6084825
93359987,57116997
143056837,106133072
92129902,49960612
15235957,6585392
6539464,2650270
8812187,1250990
18181153,12716837
25934371,19332141
20883373,12922292
19739386,8094470
47164228,20680720
89358026,40623550
17343162,11015394
110155570,51521743
93688600,64123092
12675220,8145933
34806611,23303756
122154279,70875220
141506361,130113006
66064443,53541131
26415937,4719507
14267637,10022240
11816577,3507370
14402549,8283565
15635620,9245709
17840477,14818280
45331965,33370347
77671434,72965049
42192185,32807845
14891935,7899279
16190932,8367577
104511037,51498873
11951753,5687127
14429120,6527046
13300143,6913084
34211053,29261838
14635713,6337505
16031537,7019841
11107363,7485752
16837645,6483887
10182554,4061171
91141471,45438763
51641499,29277855
28381378,5618747
28884506,15826650
25639190,11174469
105983967,80768954
366801667,249308912
16256603,8461673
15099817,7610703
280983559,172251445
30938883,15565371
152949530,70623959
44935405,41424614
50108319,39576779
164076683,116897859
26849702,6246670
14211073,6091271
336433283,152480791
67222902,41030020
31486066,16111828
279826790,113010961
12725424,4585891
15792843,5461740
22288310,13924729
40124478,14376579
56711291,10696446
21822244,5374547
323441455,117690457
13385269,7344563
5151492,1619053
22120937,7678067
5982870,2827358
11149409,2739530
13546176,4973869
11653485,5468910
26524321,17853749
21426781,12919420
9019468,5471291
24339319,11939866
26676588,18731011
45528553,40169087
14072487,8317361
