14139535,8229879
5319011,2270414
3296969,831137
7862092,3678520
1799991,530870
2234596,775281
12900947,7058376
2160655,689571
2399787,836664
7440942,3489096
3346997,1257221
1782402,470466
5817698,2425937
37554044,20170515
8394101,4158108
3652719,1280060
7929132,1820303
3338120,1103445
4165755,2446044
3454377,1211891
5078210,2055939
3238239,1184992
9678079,4470271
2593275,753935
2417107,720251
3714216,1256101
6190707,1110093
23394180,14316802
8902158,4936917
3148501,1259961
10713065,3099760
1901015,543153
11477152,4099163
1756721,668189
10639545,5555007
2578574,796611
3254014,1256373
3087798,1015175
9618443,4577321
5457685,2324052
2042549,649951
2232340,638215
2660017,1063528
3485890,1361489
1937261,667495
5882045,2416402
3114162,1121173
2234585,606892
1730082,506653
4455587,1721520
10270144,2099452
8821403,3119453
17695376,7435556
2703950,746983
9574017,2961288
10750718,6939195
9366476,5262704
3759210,1319251
8414178,2002074
2713791,778274
1855736,708524
2344093,679063
2636718,1068082
5115497,2035914
13558348,6935415
9952501,6458081
3046698,1170575
32231367,14819538
11878779,4965595
3017925,1148289
2982547,1351888
11355846,7445014
33526808,13118011
3688845,1262589
2496054,753285
1929416,469630
13341226,6612248
2133067,756221
2962468,1121705
3087058,1261364
1570004,551644
2574489,977213
1785070,736990
2419863,878659
3097168,1240205
2040195,552440
2036758,732172
4375504,1687724
4783296,2070072
2206060,597024
3002954,1242708
8915819,3174947
9478197,3449013
11714110,7829688
12721344,6574576
16336775,2131389
20952920,7158800
1847180,511484
3929144,1789186
2723872,1018777
10239238,6141577
6063130,2501911
1839315,662577
1688986,528247
21228730,11135686
3806981,1377783
4298757,1747636
6102218,2499171
5786767,2520331
12619347,5779977
2888791,1045552
4713681,1952634
10131754,4456272
8092628,3501832
5498766,1536507
3807777,1655652
1702758,621439
5069677,2298626
3389453,861813
3666237,1375326
4735436,1940630
7426005,3480754
2128437,594523
4575324,1719400
3390201,1218342
1862741,569312
7157683,4486952
3320858,1375659
4649325,1999580
2795855,1229710
2834126,1112352
3846281,1442547
61952917,30881641
2212842,580538
5161941,1131489
5006252,1919239
7188008,726212
5228826,887187
7214844,3337908
4709545,572239
7620806,2457373
4046960,1476742
7886172,1642671
5250317,2077906
7199396,671957
3791263,1735968
4697644,2017241
3140763,1056246
3971404,1617231
3548160,1258787
19531193,9398939
2239757,510771
47776132,24931315
8413961,4963446
33410909,12733554
2582989,775508
4510326,1709606
5476097,2255728
2508951,838082
9670335,4344882
1913972,655358
2078938,547028
6767344,2941361
2050106,506287
1959364,479321
5358979,2157435
1691066,525174
6814229,2748669
2459021,853946
7058132,730504
11923114,6682600
7807877,3155961
3932632,1468977
5669180,2225096
2635623,1054091
1985798,501418
2631883,895424
4247789,1646092
2674986,948108
5008085,2009376
2282049,726865
2069962,588058
20209170,9526342
3870162,1569623
5674768,2331347
3358519,1232682
69163794,34979144
6751580,2950057
3645335,1244170
2085195,560537
3236453,1063885
4840974,1761000
2595925,760897
1737767,617411
2666355,744598
1728906,580103
8160974,3501585
7563519,3402564
2053307,554563
7300646,3189014
1921724,495332
5922853,2436899
2701663,880598
2486118,1027680
2850182,911543
2263247,865025
1905547,573359
20307895,10769874
3171199,1279382
15431737,9121030
2025389,622645
10728487,3841120
4734047,1841167
7380328,1030459
7258311,4352250
12316927,4523251
3295226,1315689
7572760,5292636
2257620,648987
4849074,2170227
3439843,1180421
3340889,1086119
2081744,559702
2001188,624736
4249267,1647226
1700900,527117
1778454,571162
6004510,3633156
2362971,681211
1586442,539943
2367898,839487
12000299,6214107
9003005,1747689
9186561,5537163
7767066,3031215
11664592,2435879
8469262,3702836
2385490,809501
1886045,619334
12586172,6944234
3103693,1019770
3673744,1540217
2431585,679059
13371682,5353135
6221748,2603894
8553314,3874632
3058974,1129341
4830483,2055940
3735096,1507950
4029884,1488945
45361976,24034307
2779581,902618
5328357,2386960
7140508,3905424
40013047,16257874
7619986,3627341
5047006,2218825
3146653,1175761
4235107,1634161
2641610,1005507
3270290,1232778
2625332,990098
5457357,2336227
2114237,741420
3564381,1457940
2229667,679631
6777449,2844304
2058910,585373
8718308,3613252
4619243,2033690
4238701,1034561
5902351,533445
3541241,1191047
1836026,734477
1882385,637834
5176050,3247157
5721053,1988957
17241207,7104458
4956026,1956785
7759610,3477896
4180865,1544743
5208108,2183665
4310247,1664581
1581864,492549
2342624,715471
2836196,959207
3956211,1449434
14690335,8433966
36967062,23066114
2311336,880966
11578092,6647449
2105753,586329
1673765,469457
12735122,5866272
5462546,2156944
2012219,712799
6322823,3830688
3740121,1339963
2453072,971877
4066231,1506436
2130431,656621
3978447,1451339
5478107,467040
5767369,1929820
13833659,5355423
1881788,487015
2352258,886779
8827349,4877541
10530221,2847701
2763415,975293
6898291,3038132
6465898,2716134
24615958,12658403
11494569,5406397
2881737,931177
5851194,2474181
3353054,1182020
3081489,1222317
2073582,641042
2158230,752183
2913457,1022193
3271755,1303576
2484358,815224
6138633,2460319
6385672,2779089
2133417,607613
1891319,514341
17458573,8360496
1804853,491522
2387735,727958
17671925,8225916
8669526,4012310
1787387,489033
2553696,818407
5711155,2521817
5827495,2434826
4520911,1897748
1709241,569887
2321713,789253
6513180,2977214
5343905,2132120
2541660,764233
4323672,1789379
6673536,597574
3022441,553545
6340694,1726254
6295886,3535103
11813349,2998696
1893081,526142
7940540,4718211
2022517,480266
12197053,5695706
2282299,625045
5269195,2042286
4741305,1891523
9384093,4216838
2490787,829682
2867823,1027629
4626271,1894358
5207989,2106866
5065161,2061881
1592134,467245
4752795,2025804
9429506,4387192
3393707,1362086
2118525,721597
25645516,13351364
6919578,3995401
13289493,4844540
6766576,3829399
10574333,2431935
2448821,852560
4564313,551417
11188418,2385932
32069119,13237923
3476632,1206307
1894771,587053
5236591,2093749
3055368,1137887
2536184,709681
6363528,2689367
3979616,1454249
2891752,1041601
8434584,3742651
5615746,2352713
2419033,708939
3209219,1205012
2040382,492700
6362638,2624507
1796106,522774
1594666,447394
7642681,3243942
5474886,2199161
2901402,775778
3359260,1211125
4266857,1620995
7218534,3308264
12366051,5646560
2093783,765314
4815643,1939149
1368596,424367
4247443,1769184
9035013,3934505
3551587,1222296
4541347,1984322
5697725,2243114
9999572,1818399
6476619,3528428
8554556,3759771
2557542,776015
5678675,2503470
6006880,2978200
6893102,2098510
2417060,711270
6058451,2747032
2623427,856453
6834594,3050202
3086523,1015183
6718261,2747939
3647334,1292278
2350893,688185
2898825,1035251
4328443,1909269
2918924,1118563
16094911,5791959
1785010,440362
2525259,897005
4415436,1803558
2665574,1186482
6885507,2938306
1996641,733788
2092291,617833
1641209,631561
2463691,617924
4797874,2065045
2939640,867899
2049253,771240
3507666,592911
12382865,5886529
2050376,654290
6732637,2975619
3936233,1610991
15111316,7033488
2248752,871538
2547909,942101
7031778,3222612
1657589,521300
6318172,2862661
1928131,689891
2104267,731270
3615024,1489966
5453661,2456627
2422031,886081
2209396,849573
3917730,1675426
4336287,1721826
1603545,514051
3043114,992262
9225338,4398957
7772078,3438527
3150324,1316107
2491028,1024321
26997501,15099510
1545479,450430
25055532,10988318
2834561,1080248
6610346,1517915
5734980,3408052
8341962,2285812
2225803,771887
18339453,8632580
4388389,1859636
6475860,2803370
4897977,2115049
10261837,4548313
1870261,606292
7569726,3182691
2274652,776053
4842515,1849571
11852634,3102929
5645361,881459
5076895,2237575
7354485,3887561
31863859,11785785
2389109,848827
6204075,2869163
2825287,1001109
1575410,473008
3020588,1178881
1274135,425187
7636329,4917411
26522712,10117344
2429677,791148
5204504,2273991
4183966,1723660
8644854,4287543
2145068,747320
2165699,810574
2359913,912883
5647870,2560333
4038732,1606980
3950501,1696893
8737958,5153215
17384721,6309656
2534918,755406
6137574,1488693
2864521,1023984
12754583,4491924
10170405,4758334
5498962,2480241
10519181,5028298
10398921,4909954
2002417,653032
3441597,1254609
14026689,6498976
4685047,2081559
1986469,548417
6560489,3031055
2321061,846672
4381333,1865282
3813881,1431824
